,head,relation,tail,label
9,DB03010,CELL_DRUG,RT4,1
10,DB03010,CELL_DRUG,TCCSUP,1
62,DB03010,CELL_DRUG,UM-UC-3,1
105,DB03010,CELL_DRUG,J82,1
118,DB03010,CELL_DRUG,LB831-BLC,1
197,DB03010,CELL_DRUG,647-V,1
198,DB03010,CELL_DRUG,639-V,1
264,DB03010,CELL_DRUG,HT-1197,1
380,DB03010,CELL_DRUG,RT-112,1
409,DB03010,CELL_DRUG,SW1710,1
427,DB03010,CELL_DRUG,VM-CUB-1,1
483,DB03010,CELL_DRUG,BFTC-905,1
641,DB03010,CELL_DRUG,CAL-29,1
800,DB11963,CELL_DRUG,DSH1,1
900,DB06603,CELL_DRUG,TCCSUP,1
941,DB06603,CELL_DRUG,DSH1,1
1002,DB06603,CELL_DRUG,647-V,1
1040,DB06603,CELL_DRUG,HT-1197,1
1063,DB06603,CELL_DRUG,KU-19-19,1
1122,DB06603,CELL_DRUG,RT-112,1
1186,DB06603,CELL_DRUG,BFTC-905,1
1289,DB06603,CELL_DRUG,CAL-29,1
1744,DB06287,CELL_DRUG,SW780,1
1753,DB06287,CELL_DRUG,UM-UC-3,1
1841,DB06287,CELL_DRUG,RT-112,1
1846,DB06287,CELL_DRUG,SW1710,1
1854,DB06287,CELL_DRUG,VM-CUB-1,1
1915,DB06287,CELL_DRUG,CAL-29,1
2001,DB05134,CELL_DRUG,SW780,1
2005,DB05134,CELL_DRUG,DSH1,1
2043,DB05134,CELL_DRUG,VM-CUB-1,1
2074,DB05134,CELL_DRUG,CAL-29,1
2259,DB00997,CELL_DRUG,647-V,1
2294,DB00997,CELL_DRUG,KU-19-19,1
2334,DB00997,CELL_DRUG,VM-CUB-1,1
2377,DB00997,CELL_DRUG,CAL-29,1
2528,DB04690,CELL_DRUG,UM-UC-3,1
2535,DB04690,CELL_DRUG,DSH1,1
2569,DB04690,CELL_DRUG,647-V,1
2570,DB04690,CELL_DRUG,639-V,1
2619,DB04690,CELL_DRUG,KU-19-19,1
2679,DB04690,CELL_DRUG,VM-CUB-1,1
2698,DB04690,CELL_DRUG,BFTC-905,1
2754,DB04690,CELL_DRUG,CAL-29,1
2806,DB00570,CELL_DRUG,RT4,1
2837,DB00570,CELL_DRUG,UM-UC-3,1
2917,DB00570,CELL_DRUG,639-V,1
2983,DB00570,CELL_DRUG,KU-19-19,1
3052,DB00570,CELL_DRUG,RT-112,1
3069,DB00570,CELL_DRUG,SW1710,1
3081,DB00570,CELL_DRUG,VM-CUB-1,1
3110,DB00570,CELL_DRUG,BFTC-905,1
3200,DB00570,CELL_DRUG,CAL-29,1
3341,DB01248,CELL_DRUG,RT4,1
3342,DB01248,CELL_DRUG,SW780,1
3343,DB01248,CELL_DRUG,TCCSUP,1
3389,DB01248,CELL_DRUG,UM-UC-3,1
3419,DB01248,CELL_DRUG,LB831-BLC,1
3477,DB01248,CELL_DRUG,647-V,1
3478,DB01248,CELL_DRUG,639-V,1
3551,DB01248,CELL_DRUG,KU-19-19,1
3628,DB01248,CELL_DRUG,RT-112,1
3650,DB01248,CELL_DRUG,SW1710,1
3663,DB01248,CELL_DRUG,VM-CUB-1,1
3701,DB01248,CELL_DRUG,BFTC-905,1
3823,DB01248,CELL_DRUG,CAL-29,1
4000,DB02010,CELL_DRUG,LB831-BLC,1
4039,DB02010,CELL_DRUG,647-V,1
4097,DB02010,CELL_DRUG,KU-19-19,1
4167,DB02010,CELL_DRUG,SW1710,1
4205,DB02010,CELL_DRUG,BFTC-905,1
4434,DB01229,CELL_DRUG,RT4,1
4460,DB01229,CELL_DRUG,UM-UC-3,1
4482,DB01229,CELL_DRUG,LB831-BLC,1
4524,DB01229,CELL_DRUG,639-V,1
4582,DB01229,CELL_DRUG,KU-19-19,1
4640,DB01229,CELL_DRUG,RT-112,1
4654,DB01229,CELL_DRUG,SW1710,1
4662,DB01229,CELL_DRUG,VM-CUB-1,1
4689,DB01229,CELL_DRUG,BFTC-905,1
4759,DB01229,CELL_DRUG,CAL-29,1
4811,DB00877,CELL_DRUG,RT4,1
4831,DB00877,CELL_DRUG,DSH1,1
4836,DB00877,CELL_DRUG,J82,1
4947,DB00877,CELL_DRUG,VM-CUB-1,1
4965,DB00877,CELL_DRUG,BFTC-905,1
5006,DB00877,CELL_DRUG,CAL-29,1
5048,DB00441,CELL_DRUG,RT4,1
5064,DB00441,CELL_DRUG,DSH1,1
5084,DB00441,CELL_DRUG,647-V,1
5085,DB00441,CELL_DRUG,639-V,1
5124,DB00441,CELL_DRUG,KU-19-19,1
5167,DB00441,CELL_DRUG,VM-CUB-1,1
5181,DB00441,CELL_DRUG,BFTC-905,1
5218,DB00441,CELL_DRUG,CAL-29,1
5309,DB00188,CELL_DRUG,RT4,1
5310,DB00188,CELL_DRUG,SW780,1
5311,DB00188,CELL_DRUG,TCCSUP,1
5363,DB00188,CELL_DRUG,UM-UC-3,1
5381,DB00188,CELL_DRUG,DSH1,1
5389,DB00188,CELL_DRUG,J82,1
5397,DB00188,CELL_DRUG,LB831-BLC,1
5461,DB00188,CELL_DRUG,647-V,1
5462,DB00188,CELL_DRUG,639-V,1
5515,DB00188,CELL_DRUG,HT-1197,1
5516,DB00188,CELL_DRUG,HT-1376,1
5549,DB00188,CELL_DRUG,KU-19-19,1
5635,DB00188,CELL_DRUG,RT-112,1
5659,DB00188,CELL_DRUG,SW1710,1
5676,DB00188,CELL_DRUG,VM-CUB-1,1
5724,DB00188,CELL_DRUG,BFTC-905,1
5855,DB00188,CELL_DRUG,CAL-29,1
5983,DB12731,CELL_DRUG,UM-UC-3,1
5993,DB12731,CELL_DRUG,DSH1,1
6000,DB12731,CELL_DRUG,LB831-BLC,1
6061,DB12731,CELL_DRUG,HT-1376,1
6119,DB12731,CELL_DRUG,RT-112,1
6136,DB12731,CELL_DRUG,SW1710,1
6145,DB12731,CELL_DRUG,VM-CUB-1,1
6168,DB12731,CELL_DRUG,BFTC-905,1
6323,DB08911,CELL_DRUG,KU-19-19,1
6333,DB08911,CELL_DRUG,BFTC-905,1
6571,DB00970,CELL_DRUG,DSH1,1
6607,DB00970,CELL_DRUG,639-V,1
6657,DB00970,CELL_DRUG,KU-19-19,1
6712,DB00970,CELL_DRUG,VM-CUB-1,1
6730,DB00970,CELL_DRUG,BFTC-905,1
6918,DB00541,CELL_DRUG,KU-19-19,1
6957,DB00541,CELL_DRUG,RT-112,1
6986,DB00541,CELL_DRUG,BFTC-905,1
7125,DB00970,CELL_DRUG,RT4,1
7126,DB00970,CELL_DRUG,SW780,1
7127,DB00970,CELL_DRUG,TCCSUP,1
7162,DB00970,CELL_DRUG,UM-UC-3,1
7187,DB00970,CELL_DRUG,LB831-BLC,1
7226,DB00970,CELL_DRUG,647-V,1
7257,DB00970,CELL_DRUG,HT-1197,1
7321,DB00970,CELL_DRUG,RT-112,1
7334,DB00970,CELL_DRUG,SW1710,1
7455,DB00970,CELL_DRUG,CAL-29,1
7569,DB00361,CELL_DRUG,RT4,1
7598,DB00361,CELL_DRUG,UM-UC-3,1
7612,DB00361,CELL_DRUG,DSH1,1
7654,DB00361,CELL_DRUG,639-V,1
7708,DB00361,CELL_DRUG,KU-19-19,1
7765,DB00361,CELL_DRUG,RT-112,1
7779,DB00361,CELL_DRUG,VM-CUB-1,1
7809,DB00361,CELL_DRUG,BFTC-905,1
7878,DB00361,CELL_DRUG,CAL-29,1
8002,DB01268,CELL_DRUG,DSH1,0
8164,DB00619,CELL_DRUG,LB831-BLC,0
8508,DB00205,CELL_DRUG,LB831-BLC,0
8784,DB06195,CELL_DRUG,DSH1,0
9106,DB00773,CELL_DRUG,RT4,0
9173,DB00773,CELL_DRUG,KU-19-19,0
9319,DB01128,CELL_DRUG,RT4,0
9376,DB01128,CELL_DRUG,HT-1197,0
9377,DB01128,CELL_DRUG,HT-1376,0
9669,DB00307,CELL_DRUG,RT4,0
9670,DB00307,CELL_DRUG,SW780,0
9671,DB00307,CELL_DRUG,TCCSUP,0
9735,DB00307,CELL_DRUG,DSH1,0
9752,DB00307,CELL_DRUG,LB831-BLC,0
9814,DB00307,CELL_DRUG,647-V,0
9868,DB00307,CELL_DRUG,HT-1376,0
9967,DB00307,CELL_DRUG,RT-112,0
9988,DB00307,CELL_DRUG,SW1710,0
10000,DB00307,CELL_DRUG,VM-CUB-1,0
10160,DB00307,CELL_DRUG,CAL-29,0
10241,DB00290,CELL_DRUG,SW780,0
10282,DB00290,CELL_DRUG,DSH1,0
10324,DB00290,CELL_DRUG,HT-1376,0
10342,DB00290,CELL_DRUG,KU-19-19,0
10469,DB00290,CELL_DRUG,CAL-29,0
10517,DB00914,CELL_DRUG,RT4,0
10518,DB00914,CELL_DRUG,SW780,0
10519,DB00914,CELL_DRUG,TCCSUP,0
10584,DB00914,CELL_DRUG,UM-UC-3,0
10622,DB00914,CELL_DRUG,DSH1,0
10631,DB00914,CELL_DRUG,J82,0
10644,DB00914,CELL_DRUG,LB831-BLC,0
10729,DB00914,CELL_DRUG,647-V,0
10730,DB00914,CELL_DRUG,639-V,0
10802,DB00914,CELL_DRUG,HT-1197,0
10803,DB00914,CELL_DRUG,HT-1376,0
10841,DB00914,CELL_DRUG,KU-19-19,0
10947,DB00914,CELL_DRUG,RT-112,0
10983,DB00914,CELL_DRUG,SW1710,0
11003,DB00914,CELL_DRUG,VM-CUB-1,0
11068,DB00914,CELL_DRUG,BFTC-905,0
11252,DB00914,CELL_DRUG,CAL-29,0
11415,DB06589,CELL_DRUG,SW780,0
11416,DB06589,CELL_DRUG,TCCSUP,0
11478,DB06589,CELL_DRUG,DSH1,0
11548,DB06589,CELL_DRUG,639-V,0
11591,DB06589,CELL_DRUG,HT-1376,0
11612,DB06589,CELL_DRUG,KU-19-19,0
11699,DB06589,CELL_DRUG,VM-CUB-1,0
11739,DB06589,CELL_DRUG,BFTC-905,0
11843,DB06589,CELL_DRUG,CAL-29,0
11912,DB04960,CELL_DRUG,SW780,0
12214,DB08142,CELL_DRUG,SW780,0
12215,DB08142,CELL_DRUG,TCCSUP,0
12340,DB04769,CELL_DRUG,RT4,0
12371,DB04769,CELL_DRUG,VM-CUB-1,0
12409,DB04769,CELL_DRUG,SW780,0
12410,DB04769,CELL_DRUG,TCCSUP,0
12461,DB04769,CELL_DRUG,DSH1,0
12466,DB04769,CELL_DRUG,J82,0
12472,DB04769,CELL_DRUG,LB831-BLC,0
12506,DB04769,CELL_DRUG,639-V,0
12542,DB04769,CELL_DRUG,HT-1197,0
12618,DB04769,CELL_DRUG,SW1710,0
12824,DB06486,CELL_DRUG,HT-1376,0
12835,DB06486,CELL_DRUG,VM-CUB-1,0
12885,DB06486,CELL_DRUG,SW780,0
12886,DB06486,CELL_DRUG,TCCSUP,0
12932,DB06486,CELL_DRUG,UM-UC-3,0
12960,DB06486,CELL_DRUG,LB831-BLC,0
12994,DB06486,CELL_DRUG,647-V,0
12995,DB06486,CELL_DRUG,639-V,0
13035,DB06486,CELL_DRUG,HT-1197,0
13053,DB06486,CELL_DRUG,KU-19-19,0
13100,DB06486,CELL_DRUG,RT-112,0
13154,DB06486,CELL_DRUG,BFTC-905,0
13305,DB09054,CELL_DRUG,RT4,0
13350,DB09054,CELL_DRUG,HT-1376,0
13365,DB09054,CELL_DRUG,VM-CUB-1,0
13440,DB09054,CELL_DRUG,SW780,0
13441,DB09054,CELL_DRUG,TCCSUP,0
13501,DB09054,CELL_DRUG,UM-UC-3,0
13532,DB09054,CELL_DRUG,DSH1,0
13538,DB09054,CELL_DRUG,J82,0
13547,DB09054,CELL_DRUG,LB831-BLC,0
13610,DB09054,CELL_DRUG,647-V,0
13611,DB09054,CELL_DRUG,639-V,0
13668,DB09054,CELL_DRUG,HT-1197,0
13698,DB09054,CELL_DRUG,KU-19-19,0
13771,DB09054,CELL_DRUG,RT-112,0
13797,DB09054,CELL_DRUG,SW1710,0
14001,DB09054,CELL_DRUG,CAL-29,0
14101,DB08875,CELL_DRUG,TCCSUP,0
14153,DB08875,CELL_DRUG,DSH1,0
14155,DB08875,CELL_DRUG,J82,0
14161,DB08875,CELL_DRUG,LB831-BLC,0
14200,DB08875,CELL_DRUG,647-V,0
14201,DB08875,CELL_DRUG,639-V,0
14232,DB08875,CELL_DRUG,HT-1197,0
14233,DB08875,CELL_DRUG,HT-1376,0
14248,DB08875,CELL_DRUG,KU-19-19,0
14312,DB08875,CELL_DRUG,VM-CUB-1,0
14409,DB08875,CELL_DRUG,CAL-29,0
14500,DB12874,CELL_DRUG,HT-1197,0
14501,DB12874,CELL_DRUG,HT-1376,0
14587,DB07794,CELL_DRUG,RT4,0
14588,DB07794,CELL_DRUG,SW780,0
14589,DB07794,CELL_DRUG,TCCSUP,0
14656,DB07794,CELL_DRUG,UM-UC-3,0
14695,DB07794,CELL_DRUG,DSH1,0
14704,DB07794,CELL_DRUG,J82,0
14716,DB07794,CELL_DRUG,LB831-BLC,0
14801,DB07794,CELL_DRUG,647-V,0
14802,DB07794,CELL_DRUG,639-V,0
14875,DB07794,CELL_DRUG,HT-1197,0
14876,DB07794,CELL_DRUG,HT-1376,0
14914,DB07794,CELL_DRUG,KU-19-19,0
15019,DB07794,CELL_DRUG,RT-112,0
15054,DB07794,CELL_DRUG,SW1710,0
15075,DB07794,CELL_DRUG,VM-CUB-1,0
15139,DB07794,CELL_DRUG,BFTC-905,0
15323,DB07794,CELL_DRUG,CAL-29,0
15475,DB05015,CELL_DRUG,SW780,0
15582,DB06080,CELL_DRUG,HT-1197,0
15660,DB11363,CELL_DRUG,RT4,0
15661,DB11363,CELL_DRUG,SW780,0
15662,DB11363,CELL_DRUG,TCCSUP,0
15713,DB11363,CELL_DRUG,UM-UC-3,0
15746,DB11363,CELL_DRUG,DSH1,0
15755,DB11363,CELL_DRUG,J82,0
15766,DB11363,CELL_DRUG,LB831-BLC,0
15842,DB11363,CELL_DRUG,647-V,0
15843,DB11363,CELL_DRUG,639-V,0
15905,DB11363,CELL_DRUG,HT-1197,0
15906,DB11363,CELL_DRUG,HT-1376,0
15937,DB11363,CELL_DRUG,KU-19-19,0
16014,DB11363,CELL_DRUG,RT-112,0
16040,DB11363,CELL_DRUG,SW1710,0
16059,DB11363,CELL_DRUG,VM-CUB-1,0
16115,DB11363,CELL_DRUG,BFTC-905,0
16274,DB11363,CELL_DRUG,CAL-29,0
16398,DB05524,CELL_DRUG,SW780,0
16399,DB05524,CELL_DRUG,TCCSUP,0
16443,DB05524,CELL_DRUG,LB831-BLC,0
16484,DB05524,CELL_DRUG,HT-1197,0
16485,DB05524,CELL_DRUG,HT-1376,0
16497,DB05524,CELL_DRUG,KU-19-19,0
16520,DB05524,CELL_DRUG,RT-112,0
16659,DB12742,CELL_DRUG,RT4,0
16660,DB12742,CELL_DRUG,TCCSUP,0
16711,DB12742,CELL_DRUG,UM-UC-3,0
16741,DB12742,CELL_DRUG,DSH1,0
16748,DB12742,CELL_DRUG,J82,0
16757,DB12742,CELL_DRUG,LB831-BLC,0
16824,DB12742,CELL_DRUG,647-V,0
16825,DB12742,CELL_DRUG,639-V,0
16874,DB12742,CELL_DRUG,HT-1197,0
16898,DB12742,CELL_DRUG,KU-19-19,0
16975,DB12742,CELL_DRUG,RT-112,0
17003,DB12742,CELL_DRUG,SW1710,0
17070,DB12742,CELL_DRUG,BFTC-905,0
17209,DB12742,CELL_DRUG,CAL-29,0
17325,DB05913,CELL_DRUG,RT4,0
17326,DB05913,CELL_DRUG,SW780,0
17327,DB05913,CELL_DRUG,TCCSUP,0
17424,DB05913,CELL_DRUG,DSH1,0
17433,DB05913,CELL_DRUG,J82,0
17445,DB05913,CELL_DRUG,LB831-BLC,0
17521,DB05913,CELL_DRUG,647-V,0
17522,DB05913,CELL_DRUG,639-V,0
17581,DB05913,CELL_DRUG,HT-1197,0
17582,DB05913,CELL_DRUG,HT-1376,0
17612,DB05913,CELL_DRUG,KU-19-19,0
17696,DB05913,CELL_DRUG,RT-112,0
17729,DB05913,CELL_DRUG,SW1710,0
17747,DB05913,CELL_DRUG,VM-CUB-1,0
17971,DB05913,CELL_DRUG,CAL-29,0
18101,DB12500,CELL_DRUG,SW780,0
18102,DB12500,CELL_DRUG,TCCSUP,0
18147,DB12500,CELL_DRUG,J82,0
18181,DB12500,CELL_DRUG,647-V,0
18204,DB12500,CELL_DRUG,HT-1197,0
18205,DB12500,CELL_DRUG,HT-1376,0
18215,DB12500,CELL_DRUG,KU-19-19,0
18267,DB12500,CELL_DRUG,VM-CUB-1,0
18344,DB12500,CELL_DRUG,CAL-29,0
18398,DB07080,CELL_DRUG,RT4,0
18399,DB07080,CELL_DRUG,SW780,0
18400,DB07080,CELL_DRUG,TCCSUP,0
18465,DB07080,CELL_DRUG,UM-UC-3,0
18504,DB07080,CELL_DRUG,DSH1,0
18513,DB07080,CELL_DRUG,J82,0
18524,DB07080,CELL_DRUG,LB831-BLC,0
18608,DB07080,CELL_DRUG,647-V,0
18609,DB07080,CELL_DRUG,639-V,0
18674,DB07080,CELL_DRUG,HT-1197,0
18675,DB07080,CELL_DRUG,HT-1376,0
18708,DB07080,CELL_DRUG,KU-19-19,0
18795,DB07080,CELL_DRUG,RT-112,0
18829,DB07080,CELL_DRUG,SW1710,0
18848,DB07080,CELL_DRUG,VM-CUB-1,0
18907,DB07080,CELL_DRUG,BFTC-905,0
19078,DB07080,CELL_DRUG,CAL-29,0
19224,DB13978,CELL_DRUG,RT4,0
19225,DB13978,CELL_DRUG,SW780,0
19226,DB13978,CELL_DRUG,TCCSUP,0
19291,DB13978,CELL_DRUG,UM-UC-3,0
19330,DB13978,CELL_DRUG,DSH1,0
19340,DB13978,CELL_DRUG,J82,0
19353,DB13978,CELL_DRUG,LB831-BLC,0
19440,DB13978,CELL_DRUG,647-V,0
19441,DB13978,CELL_DRUG,639-V,0
19514,DB13978,CELL_DRUG,HT-1197,0
19515,DB13978,CELL_DRUG,HT-1376,0
19553,DB13978,CELL_DRUG,KU-19-19,0
19659,DB13978,CELL_DRUG,RT-112,0
19695,DB13978,CELL_DRUG,SW1710,0
19716,DB13978,CELL_DRUG,VM-CUB-1,0
19781,DB13978,CELL_DRUG,BFTC-905,0
19967,DB13978,CELL_DRUG,CAL-29,0
20127,DB07859,CELL_DRUG,RT4,0
20128,DB07859,CELL_DRUG,SW780,0
20193,DB07859,CELL_DRUG,J82,0
20251,DB07859,CELL_DRUG,647-V,0
20281,DB07859,CELL_DRUG,HT-1197,0
20282,DB07859,CELL_DRUG,HT-1376,0
20303,DB07859,CELL_DRUG,KU-19-19,0
20417,DB07859,CELL_DRUG,BFTC-905,0
20518,DB07859,CELL_DRUG,CAL-29,0
20594,DB05424,CELL_DRUG,SW780,0
20628,DB05424,CELL_DRUG,J82,0
20917,DB11772,CELL_DRUG,RT4,0
20918,DB11772,CELL_DRUG,SW780,0
20919,DB11772,CELL_DRUG,TCCSUP,0
20980,DB11772,CELL_DRUG,DSH1,0
20986,DB11772,CELL_DRUG,J82,0
21050,DB11772,CELL_DRUG,647-V,0
21051,DB11772,CELL_DRUG,639-V,0
21092,DB11772,CELL_DRUG,HT-1197,0
21110,DB11772,CELL_DRUG,KU-19-19,0
21170,DB11772,CELL_DRUG,RT-112,0
21193,DB11772,CELL_DRUG,SW1710,0
21361,DB11772,CELL_DRUG,CAL-29,0
21467,DB00642,CELL_DRUG,RT4,0
21468,DB00642,CELL_DRUG,SW780,0
21469,DB00642,CELL_DRUG,TCCSUP,0
21509,DB00642,CELL_DRUG,UM-UC-3,0
21533,DB00642,CELL_DRUG,J82,0
21541,DB00642,CELL_DRUG,LB831-BLC,0
21608,DB00642,CELL_DRUG,HT-1197,0
21609,DB00642,CELL_DRUG,HT-1376,0
21682,DB00642,CELL_DRUG,SW1710,0
21696,DB00642,CELL_DRUG,VM-CUB-1,0
21724,DB00642,CELL_DRUG,BFTC-905,0
21821,DB00642,CELL_DRUG,CAL-29,0
22026,DB01700,CELL_DRUG,RT4,0
22027,DB01700,CELL_DRUG,SW780,0
22028,DB01700,CELL_DRUG,TCCSUP,0
22096,DB01700,CELL_DRUG,UM-UC-3,0
22132,DB01700,CELL_DRUG,DSH1,0
22143,DB01700,CELL_DRUG,J82,0
22157,DB01700,CELL_DRUG,LB831-BLC,0
22247,DB01700,CELL_DRUG,647-V,0
22248,DB01700,CELL_DRUG,639-V,0
22324,DB01700,CELL_DRUG,HT-1197,0
22325,DB01700,CELL_DRUG,HT-1376,0
22364,DB01700,CELL_DRUG,KU-19-19,0
22472,DB01700,CELL_DRUG,RT-112,0
22507,DB01700,CELL_DRUG,SW1710,0
22527,DB01700,CELL_DRUG,VM-CUB-1,0
22594,DB01700,CELL_DRUG,BFTC-905,0
22786,DB01700,CELL_DRUG,CAL-29,0
23036,DB00755,CELL_DRUG,RT4,0
23037,DB00755,CELL_DRUG,SW780,0
23038,DB00755,CELL_DRUG,TCCSUP,0
23089,DB00755,CELL_DRUG,UM-UC-3,0
23122,DB00755,CELL_DRUG,DSH1,0
23139,DB00755,CELL_DRUG,LB831-BLC,0
23213,DB00755,CELL_DRUG,647-V,0
23214,DB00755,CELL_DRUG,639-V,0
23268,DB00755,CELL_DRUG,HT-1197,0
23269,DB00755,CELL_DRUG,HT-1376,0
23294,DB00755,CELL_DRUG,KU-19-19,0
23403,DB00755,CELL_DRUG,SW1710,0
23467,DB00755,CELL_DRUG,BFTC-905,0
23607,DB00755,CELL_DRUG,CAL-29,0
23959,DB07232,CELL_DRUG,RT4,0
23960,DB07232,CELL_DRUG,SW780,0
23961,DB07232,CELL_DRUG,TCCSUP,0
24022,DB07232,CELL_DRUG,UM-UC-3,0
24055,DB07232,CELL_DRUG,DSH1,0
24066,DB07232,CELL_DRUG,J82,0
24077,DB07232,CELL_DRUG,LB831-BLC,0
24155,DB07232,CELL_DRUG,647-V,0
24217,DB07232,CELL_DRUG,HT-1197,0
24218,DB07232,CELL_DRUG,HT-1376,0
