,head,relation,tail,label
19934,DB13978,CELL_DRUG,OV-90,0
19935,DB13978,CELL_DRUG,OVISE,0
19936,DB13978,CELL_DRUG,OVKATE,0
19937,DB13978,CELL_DRUG,OVMIU,0
19955,DB13978,CELL_DRUG,TOV-21G,0
20023,DB13978,CELL_DRUG,OVTOKO,0
20039,DB13978,CELL_DRUG,TOV-112D,0
20088,DB13978,CELL_DRUG,DOV13,0
20089,DB13978,CELL_DRUG,Hey,0
20090,DB13978,CELL_DRUG,JHOS-2,0
20091,DB13978,CELL_DRUG,JHOS-3,0
20092,DB13978,CELL_DRUG,OV-7,0
20093,DB13978,CELL_DRUG,OV-17R,0
20094,DB13978,CELL_DRUG,OV-56,0
20095,DB13978,CELL_DRUG,OVCA420,0
20096,DB13978,CELL_DRUG,OVCA433,0
20097,DB13978,CELL_DRUG,OVK-18,0
20098,DB13978,CELL_DRUG,PEO1,0
20099,DB13978,CELL_DRUG,UWB1.289,0
20214,DB07859,CELL_DRUG,OVCAR-3,0
20228,DB07859,CELL_DRUG,SK-OV-3,0
20233,DB07859,CELL_DRUG,OVCAR-5,0
20241,DB07859,CELL_DRUG,OVCAR-4,0
20242,DB07859,CELL_DRUG,OVCAR-8,0
20342,DB07859,CELL_DRUG,OC-314,0
20368,DB07859,CELL_DRUG,SW626,0
20387,DB07859,CELL_DRUG,OAW-42,0
20423,DB07859,CELL_DRUG,EFO-21,0
20445,DB07859,CELL_DRUG,OAW-28,0
20450,DB07859,CELL_DRUG,Caov-4,0
20463,DB07859,CELL_DRUG,FU-OV-1,0
20496,DB07859,CELL_DRUG,OV-90,0
20497,DB07859,CELL_DRUG,OVISE,0
20498,DB07859,CELL_DRUG,OVKATE,0
20499,DB07859,CELL_DRUG,OVMIU,0
20511,DB07859,CELL_DRUG,TOV-21G,0
20554,DB07859,CELL_DRUG,OVTOKO,0
20565,DB07859,CELL_DRUG,TOV-112D,0
20576,DB07859,CELL_DRUG,JHOS-2,0
20577,DB07859,CELL_DRUG,JHOS-3,0
20578,DB07859,CELL_DRUG,JHOS-4,0
20579,DB07859,CELL_DRUG,OV-17R,0
20580,DB07859,CELL_DRUG,OV-56,0
20581,DB07859,CELL_DRUG,OVCA420,0
20582,DB07859,CELL_DRUG,OVK-18,0
20583,DB07859,CELL_DRUG,PEO1,0
20584,DB07859,CELL_DRUG,UWB1.289,0
20641,DB05424,CELL_DRUG,SK-OV-3,0
20643,DB05424,CELL_DRUG,OVCAR-5,0
20649,DB05424,CELL_DRUG,OVCAR-8,0
20696,DB05424,CELL_DRUG,OC-314,0
20706,DB05424,CELL_DRUG,SW626,0
20715,DB05424,CELL_DRUG,OAW-42,0
20731,DB05424,CELL_DRUG,EFO-21,0
20748,DB05424,CELL_DRUG,FU-OV-1,0
20760,DB05424,CELL_DRUG,OV-90,0
20761,DB05424,CELL_DRUG,OVKATE,0
20785,DB05424,CELL_DRUG,OVTOKO,0
20796,DB05424,CELL_DRUG,OV-7,0
20797,DB05424,CELL_DRUG,OV-17R,0
20798,DB05424,CELL_DRUG,OV-56,0
20799,DB05424,CELL_DRUG,OVCA433,0
20800,DB05424,CELL_DRUG,OVK-18,0
20826,DB11963,CELL_DRUG,OVCAR-5,0
20863,DB11963,CELL_DRUG,OAW-42,0
20895,DB11963,CELL_DRUG,OVKATE,0
20909,DB11963,CELL_DRUG,OVK-18,0
21008,DB11772,CELL_DRUG,OVCAR-3,0
21021,DB11772,CELL_DRUG,SK-OV-3,0
21027,DB11772,CELL_DRUG,OVCAR-5,0
21040,DB11772,CELL_DRUG,OVCAR-4,0
21041,DB11772,CELL_DRUG,OVCAR-8,0
21162,DB11772,CELL_DRUG,OC-314,0
21196,DB11772,CELL_DRUG,SW626,0
21214,DB11772,CELL_DRUG,OAW-42,0
21252,DB11772,CELL_DRUG,EFO-21,0
21277,DB11772,CELL_DRUG,OAW-28,0
21284,DB11772,CELL_DRUG,Caov-4,0
21307,DB11772,CELL_DRUG,FU-OV-1,0
21339,DB11772,CELL_DRUG,OV-90,0
21340,DB11772,CELL_DRUG,OVISE,0
21341,DB11772,CELL_DRUG,OVKATE,0
21342,DB11772,CELL_DRUG,OVMIU,0
21353,DB11772,CELL_DRUG,TOV-21G,0
21400,DB11772,CELL_DRUG,OVTOKO,0
21438,DB11772,CELL_DRUG,DOV13,0
21439,DB11772,CELL_DRUG,Hey,0
21440,DB11772,CELL_DRUG,JHOS-2,0
21441,DB11772,CELL_DRUG,JHOS-3,0
21442,DB11772,CELL_DRUG,OV-7,0
21443,DB11772,CELL_DRUG,OV-17R,0
21444,DB11772,CELL_DRUG,OV-56,0
21445,DB11772,CELL_DRUG,OVCA420,0
21446,DB11772,CELL_DRUG,OVCA433,0
21447,DB11772,CELL_DRUG,OVK-18,0
21448,DB11772,CELL_DRUG,PEO1,0
21552,DB00642,CELL_DRUG,OVCAR-3,0
21562,DB00642,CELL_DRUG,OVCAR-5,0
21684,DB00642,CELL_DRUG,SW626,0
21704,DB00642,CELL_DRUG,OAW-42,0
21730,DB00642,CELL_DRUG,EFO-21,0
21749,DB00642,CELL_DRUG,OAW-28,0
21772,DB00642,CELL_DRUG,FU-OV-1,0
21802,DB00642,CELL_DRUG,OV-90,0
21803,DB00642,CELL_DRUG,OVISE,0
21804,DB00642,CELL_DRUG,OVKATE,0
21805,DB00642,CELL_DRUG,OVMIU,0
21814,DB00642,CELL_DRUG,TOV-21G,0
21856,DB00642,CELL_DRUG,OVTOKO,0
21880,DB00642,CELL_DRUG,DOV13,0
21881,DB00642,CELL_DRUG,JHOS-2,0
21882,DB00642,CELL_DRUG,JHOS-3,0
21883,DB00642,CELL_DRUG,JHOS-4,0
21884,DB00642,CELL_DRUG,OV-7,0
21885,DB00642,CELL_DRUG,OV-17R,0
21886,DB00642,CELL_DRUG,OV-56,0
21887,DB00642,CELL_DRUG,OVCA420,0
21888,DB00642,CELL_DRUG,OVCA433,0
21889,DB00642,CELL_DRUG,PEO1,0
21890,DB00642,CELL_DRUG,UWB1.289,0
22005,DB05220,CELL_DRUG,JHOS-3,0
22012,DB04297,CELL_DRUG,Caov-4,0
22015,DB06603,CELL_DRUG,Caov-4,0
22182,DB01700,CELL_DRUG,OVCAR-3,0
22206,DB01700,CELL_DRUG,SK-OV-3,0
22214,DB01700,CELL_DRUG,IGROV-1,0
22215,DB01700,CELL_DRUG,OVCAR-5,0
22234,DB01700,CELL_DRUG,OVCAR-4,0
22235,DB01700,CELL_DRUG,OVCAR-8,0
22460,DB01700,CELL_DRUG,OC-314,0
22510,DB01700,CELL_DRUG,SW626,0
22545,DB01700,CELL_DRUG,OAW-42,0
22610,DB01700,CELL_DRUG,EFO-21,0
22650,DB01700,CELL_DRUG,OAW-28,0
22662,DB01700,CELL_DRUG,Caov-4,0
22701,DB01700,CELL_DRUG,FU-OV-1,0
22754,DB01700,CELL_DRUG,OV-90,0
22755,DB01700,CELL_DRUG,OVISE,0
22756,DB01700,CELL_DRUG,OVKATE,0
22757,DB01700,CELL_DRUG,OVMIU,0
22775,DB01700,CELL_DRUG,TOV-21G,0
22845,DB01700,CELL_DRUG,OVTOKO,0
22863,DB01700,CELL_DRUG,TOV-112D,0
22915,DB01700,CELL_DRUG,DOV13,0
22916,DB01700,CELL_DRUG,Hey,0
22917,DB01700,CELL_DRUG,JHOS-2,0
22918,DB01700,CELL_DRUG,JHOS-3,0
22919,DB01700,CELL_DRUG,JHOS-4,0
22920,DB01700,CELL_DRUG,OV-7,0
22921,DB01700,CELL_DRUG,OV-17R,0
22922,DB01700,CELL_DRUG,OV-56,0
22923,DB01700,CELL_DRUG,OVCA420,0
22924,DB01700,CELL_DRUG,OVCA433,0
22925,DB01700,CELL_DRUG,OVK-18,0
22926,DB01700,CELL_DRUG,PEO1,0
22927,DB01700,CELL_DRUG,UWB1.289,0
23012,DB00515,CELL_DRUG,JHOS-2,0
23013,DB00515,CELL_DRUG,JHOS-3,0
23014,DB00515,CELL_DRUG,OV-7,0
23015,DB00515,CELL_DRUG,OV-17R,0
23016,DB00515,CELL_DRUG,OVCA433,0
23017,DB00515,CELL_DRUG,UWB1.289,0
23159,DB00755,CELL_DRUG,OVCAR-3,0
23177,DB00755,CELL_DRUG,SK-OV-3,0
23183,DB00755,CELL_DRUG,IGROV-1,0
23184,DB00755,CELL_DRUG,OVCAR-5,0
23203,DB00755,CELL_DRUG,OVCAR-4,0
23204,DB00755,CELL_DRUG,OVCAR-8,0
23364,DB00755,CELL_DRUG,OC-314,0
23406,DB00755,CELL_DRUG,SW626,0
23433,DB00755,CELL_DRUG,OAW-42,0
23475,DB00755,CELL_DRUG,EFO-21,0
23515,DB00755,CELL_DRUG,Caov-4,0
23541,DB00755,CELL_DRUG,FU-OV-1,0
23585,DB00755,CELL_DRUG,OV-90,0
23586,DB00755,CELL_DRUG,OVISE,0
23587,DB00755,CELL_DRUG,OVKATE,0
23588,DB00755,CELL_DRUG,OVMIU,0
23599,DB00755,CELL_DRUG,TOV-21G,0
23657,DB00755,CELL_DRUG,OVTOKO,0
23673,DB00755,CELL_DRUG,TOV-112D,0
23708,DB00755,CELL_DRUG,DOV13,0
23709,DB00755,CELL_DRUG,Hey,0
23710,DB00755,CELL_DRUG,JHOS-2,0
23711,DB00755,CELL_DRUG,JHOS-3,0
23712,DB00755,CELL_DRUG,JHOS-4,0
23713,DB00755,CELL_DRUG,OV-17R,0
23714,DB00755,CELL_DRUG,OV-56,0
23715,DB00755,CELL_DRUG,OVCA433,0
23716,DB00755,CELL_DRUG,OVK-18,0
23717,DB00755,CELL_DRUG,PEO1,0
23718,DB00755,CELL_DRUG,UWB1.289,0
23759,DB12340,CELL_DRUG,OV-17R,0
23760,DB12340,CELL_DRUG,OVCA433,0
23770,DB02546,CELL_DRUG,JHOS-3,0
23831,DB04868,CELL_DRUG,JHOS-2,0
23832,DB04868,CELL_DRUG,JHOS-3,0
23833,DB04868,CELL_DRUG,JHOS-4,0
23834,DB04868,CELL_DRUG,OV-17R,0
23835,DB04868,CELL_DRUG,OVCA433,0
23836,DB04868,CELL_DRUG,UWB1.289,0
23938,DB09074,CELL_DRUG,JHOS-2,0
23939,DB09074,CELL_DRUG,JHOS-3,0
23940,DB09074,CELL_DRUG,JHOS-4,0
23941,DB09074,CELL_DRUG,OV-17R,0
23942,DB09074,CELL_DRUG,OVCA433,0
23943,DB09074,CELL_DRUG,UWB1.289,0
24102,DB07232,CELL_DRUG,OVCAR-3,0
24120,DB07232,CELL_DRUG,SK-OV-3,0
24126,DB07232,CELL_DRUG,IGROV-1,0
24127,DB07232,CELL_DRUG,OVCAR-5,0
24145,DB07232,CELL_DRUG,OVCAR-4,0
24330,DB07232,CELL_DRUG,OC-314,0
24372,DB07232,CELL_DRUG,SW626,0
24405,DB07232,CELL_DRUG,OAW-42,0
24462,DB07232,CELL_DRUG,EFO-21,0
24512,DB07232,CELL_DRUG,Caov-4,0
24547,DB07232,CELL_DRUG,FU-OV-1,0
24593,DB07232,CELL_DRUG,OV-90,0
24594,DB07232,CELL_DRUG,OVISE,0
24595,DB07232,CELL_DRUG,OVKATE,0
24596,DB07232,CELL_DRUG,OVMIU,0
24675,DB07232,CELL_DRUG,OVTOKO,0
24691,DB07232,CELL_DRUG,TOV-112D,0
24736,DB07232,CELL_DRUG,DOV13,0
24737,DB07232,CELL_DRUG,Hey,0
24738,DB07232,CELL_DRUG,JHOS-2,0
24739,DB07232,CELL_DRUG,JHOS-3,0
24740,DB07232,CELL_DRUG,JHOS-4,0
24741,DB07232,CELL_DRUG,OV-7,0
24742,DB07232,CELL_DRUG,OV-17R,0
24743,DB07232,CELL_DRUG,OV-56,0
24744,DB07232,CELL_DRUG,OVCA420,0
24745,DB07232,CELL_DRUG,OVCA433,0
24746,DB07232,CELL_DRUG,OVK-18,0
24747,DB07232,CELL_DRUG,PEO1,0
24748,DB07232,CELL_DRUG,UWB1.289,0
24898,DB06616,CELL_DRUG,EFO-21,0
24911,DB06616,CELL_DRUG,OAW-28,0
24915,DB06616,CELL_DRUG,Caov-4,0
24926,DB06616,CELL_DRUG,FU-OV-1,0
24933,DB06616,CELL_DRUG,OVKATE,0
24958,DB06616,CELL_DRUG,JHOS-3,0
24959,DB06616,CELL_DRUG,JHOS-4,0
24960,DB06616,CELL_DRUG,OV-7,0
25119,DB00480,CELL_DRUG,OVCAR-3,0
25139,DB00480,CELL_DRUG,SK-OV-3,0
25144,DB00480,CELL_DRUG,IGROV-1,0
25145,DB00480,CELL_DRUG,OVCAR-5,0
25163,DB00480,CELL_DRUG,OVCAR-4,0
25164,DB00480,CELL_DRUG,OVCAR-8,0
25348,DB00480,CELL_DRUG,OC-314,0
25394,DB00480,CELL_DRUG,SW626,0
25425,DB00480,CELL_DRUG,OAW-42,0
25482,DB00480,CELL_DRUG,EFO-21,0
25520,DB00480,CELL_DRUG,OAW-28,0
25530,DB00480,CELL_DRUG,Caov-4,0
25566,DB00480,CELL_DRUG,FU-OV-1,0
25614,DB00480,CELL_DRUG,OV-90,0
25615,DB00480,CELL_DRUG,OVISE,0
25616,DB00480,CELL_DRUG,OVKATE,0
25617,DB00480,CELL_DRUG,OVMIU,0
25634,DB00480,CELL_DRUG,TOV-21G,0
25701,DB00480,CELL_DRUG,OVTOKO,0
25718,DB00480,CELL_DRUG,TOV-112D,0
25757,DB00480,CELL_DRUG,DOV13,0
25758,DB00480,CELL_DRUG,Hey,0
25759,DB00480,CELL_DRUG,JHOS-2,0
25760,DB00480,CELL_DRUG,JHOS-3,0
25761,DB00480,CELL_DRUG,JHOS-4,0
25762,DB00480,CELL_DRUG,OV-7,0
25763,DB00480,CELL_DRUG,OV-17R,0
25764,DB00480,CELL_DRUG,OV-56,0
25765,DB00480,CELL_DRUG,OVCA420,0
25766,DB00480,CELL_DRUG,OVCA433,0
25767,DB00480,CELL_DRUG,PEO1,0
25768,DB00480,CELL_DRUG,UWB1.289,0
25824,DB06626,CELL_DRUG,JHOS-3,0
25825,DB06626,CELL_DRUG,UWB1.289,0
25843,DB06469,CELL_DRUG,OVKATE,0
25853,DB05134,CELL_DRUG,Caov-4,0
25854,DB05134,CELL_DRUG,OVISE,0
25858,DB05134,CELL_DRUG,JHOS-4,0
25952,DB05470,CELL_DRUG,OVCAR-3,0
25962,DB05470,CELL_DRUG,SK-OV-3,0
25964,DB05470,CELL_DRUG,IGROV-1,0
25965,DB05470,CELL_DRUG,OVCAR-5,0
25980,DB05470,CELL_DRUG,OVCAR-4,0
26075,DB05470,CELL_DRUG,OC-314,0
26101,DB05470,CELL_DRUG,SW626,0
26120,DB05470,CELL_DRUG,OAW-42,0
26145,DB05470,CELL_DRUG,EFO-21,0
26167,DB05470,CELL_DRUG,OAW-28,0
26174,DB05470,CELL_DRUG,Caov-4,0
26194,DB05470,CELL_DRUG,FU-OV-1,0
26223,DB05470,CELL_DRUG,OV-90,0
26224,DB05470,CELL_DRUG,OVKATE,0
26225,DB05470,CELL_DRUG,OVMIU,0
26292,DB05470,CELL_DRUG,DOV13,0
26293,DB05470,CELL_DRUG,JHOS-2,0
26294,DB05470,CELL_DRUG,JHOS-3,0
26295,DB05470,CELL_DRUG,JHOS-4,0
26296,DB05470,CELL_DRUG,OV-17R,0
26297,DB05470,CELL_DRUG,OVCA420,0
26298,DB05470,CELL_DRUG,OVCA433,0
26299,DB05470,CELL_DRUG,PEO1,0
26300,DB05470,CELL_DRUG,UWB1.289,0
26478,DB08828,CELL_DRUG,OVCAR-3,0
26500,DB08828,CELL_DRUG,SK-OV-3,0
26507,DB08828,CELL_DRUG,IGROV-1,0
26508,DB08828,CELL_DRUG,OVCAR-5,0
26526,DB08828,CELL_DRUG,OVCAR-4,0
26527,DB08828,CELL_DRUG,OVCAR-8,0
26734,DB08828,CELL_DRUG,OC-314,0
26781,DB08828,CELL_DRUG,SW626,0
26813,DB08828,CELL_DRUG,OAW-42,0
26873,DB08828,CELL_DRUG,EFO-21,0
26915,DB08828,CELL_DRUG,OAW-28,0
26924,DB08828,CELL_DRUG,Caov-4,0
26962,DB08828,CELL_DRUG,FU-OV-1,0
27014,DB08828,CELL_DRUG,OV-90,0
27015,DB08828,CELL_DRUG,OVISE,0
27016,DB08828,CELL_DRUG,OVKATE,0
27017,DB08828,CELL_DRUG,OVMIU,0
27034,DB08828,CELL_DRUG,TOV-21G,0
27103,DB08828,CELL_DRUG,OVTOKO,0
27121,DB08828,CELL_DRUG,TOV-112D,0
27167,DB08828,CELL_DRUG,DOV13,0
27168,DB08828,CELL_DRUG,Hey,0
27169,DB08828,CELL_DRUG,JHOS-2,0
27170,DB08828,CELL_DRUG,JHOS-3,0
27171,DB08828,CELL_DRUG,JHOS-4,0
27172,DB08828,CELL_DRUG,OV-7,0
27173,DB08828,CELL_DRUG,OV-17R,0
27174,DB08828,CELL_DRUG,OV-56,0
27175,DB08828,CELL_DRUG,OVCA420,0
27176,DB08828,CELL_DRUG,OVCA433,0
27177,DB08828,CELL_DRUG,OVK-18,0
27178,DB08828,CELL_DRUG,PEO1,0
27179,DB08828,CELL_DRUG,UWB1.289,0
27298,DB06999,CELL_DRUG,JHOS-3,0
27299,DB06999,CELL_DRUG,JHOS-4,0
27300,DB06999,CELL_DRUG,OV-17R,0
27301,DB06999,CELL_DRUG,OVCA433,0
27302,DB06999,CELL_DRUG,UWB1.289,0
27435,DB03044,CELL_DRUG,JHOS-2,0
27436,DB03044,CELL_DRUG,JHOS-3,0
27437,DB03044,CELL_DRUG,JHOS-4,0
27438,DB03044,CELL_DRUG,OV-7,0
27439,DB03044,CELL_DRUG,OV-17R,0
27440,DB03044,CELL_DRUG,OVCA433,0
27441,DB03044,CELL_DRUG,UWB1.289,0
27472,DB09073,CELL_DRUG,JHOS-3,0
27473,DB09073,CELL_DRUG,JHOS-4,0
27474,DB09073,CELL_DRUG,OV-7,0
27475,DB09073,CELL_DRUG,OV-17R,0
27476,DB09073,CELL_DRUG,UWB1.289,0
27536,DB11689,CELL_DRUG,JHOS-2,0
27537,DB11689,CELL_DRUG,JHOS-3,0
27538,DB11689,CELL_DRUG,JHOS-4,0
27539,DB11689,CELL_DRUG,OV-17R,0
27540,DB11689,CELL_DRUG,UWB1.289,0
27694,DB00002,CELL_DRUG,OVCAR-3,0
27718,DB00002,CELL_DRUG,SK-OV-3,0
27726,DB00002,CELL_DRUG,IGROV-1,0
27727,DB00002,CELL_DRUG,OVCAR-5,0
27745,DB00002,CELL_DRUG,OVCAR-4,0
27746,DB00002,CELL_DRUG,OVCAR-8,0
27948,DB00002,CELL_DRUG,OC-314,0
27994,DB00002,CELL_DRUG,SW626,0
28025,DB00002,CELL_DRUG,OAW-42,0
28086,DB00002,CELL_DRUG,EFO-21,0
28126,DB00002,CELL_DRUG,OAW-28,0
28136,DB00002,CELL_DRUG,Caov-4,0
28171,DB00002,CELL_DRUG,FU-OV-1,0
28217,DB00002,CELL_DRUG,OV-90,0
28218,DB00002,CELL_DRUG,OVISE,0
28236,DB00002,CELL_DRUG,TOV-21G,0
28293,DB00002,CELL_DRUG,OVTOKO,0
28309,DB00002,CELL_DRUG,TOV-112D,0
28362,DB00002,CELL_DRUG,DOV13,0
28363,DB00002,CELL_DRUG,Hey,0
28364,DB00002,CELL_DRUG,JHOS-2,0
28365,DB00002,CELL_DRUG,JHOS-3,0
28366,DB00002,CELL_DRUG,JHOS-4,0
28367,DB00002,CELL_DRUG,OV-7,0
28368,DB00002,CELL_DRUG,OV-17R,0
28369,DB00002,CELL_DRUG,OV-56,0
28370,DB00002,CELL_DRUG,OVCA420,0
28371,DB00002,CELL_DRUG,OVCA433,0
28372,DB00002,CELL_DRUG,OVK-18,0
28373,DB00002,CELL_DRUG,PEO1,0
28374,DB00002,CELL_DRUG,UWB1.289,0
28478,DB07594,CELL_DRUG,OVCAR-3,0
28486,DB07594,CELL_DRUG,SK-OV-3,0
28490,DB07594,CELL_DRUG,IGROV-1,0
28499,DB07594,CELL_DRUG,OVCAR-4,0
28616,DB07594,CELL_DRUG,SW626,0
28634,DB07594,CELL_DRUG,OAW-42,0
28657,DB07594,CELL_DRUG,EFO-21,0
28676,DB07594,CELL_DRUG,OAW-28,0
28682,DB07594,CELL_DRUG,Caov-4,0
28707,DB07594,CELL_DRUG,FU-OV-1,0
28732,DB07594,CELL_DRUG,OV-90,0
28733,DB07594,CELL_DRUG,OVISE,0
28734,DB07594,CELL_DRUG,OVKATE,0
28740,DB07594,CELL_DRUG,TOV-21G,0
28810,DB07594,CELL_DRUG,JHOS-2,0
28811,DB07594,CELL_DRUG,JHOS-3,0
28812,DB07594,CELL_DRUG,JHOS-4,0
28813,DB07594,CELL_DRUG,OV-7,0
28814,DB07594,CELL_DRUG,OV-17R,0
28815,DB07594,CELL_DRUG,OVCA420,0
28816,DB07594,CELL_DRUG,OVK-18,0
28817,DB07594,CELL_DRUG,PEO1,0
28818,DB07594,CELL_DRUG,UWB1.289,0
28965,DB12332,CELL_DRUG,SK-OV-3,0
28969,DB12332,CELL_DRUG,IGROV-1,0
28970,DB12332,CELL_DRUG,OVCAR-5,0
28978,DB12332,CELL_DRUG,OVCAR-4,0
29148,DB12332,CELL_DRUG,SW626,0
29176,DB12332,CELL_DRUG,OAW-42,0
29221,DB12332,CELL_DRUG,EFO-21,0
29257,DB12332,CELL_DRUG,Caov-4,0
29276,DB12332,CELL_DRUG,FU-OV-1,0
29313,DB12332,CELL_DRUG,OV-90,0
29314,DB12332,CELL_DRUG,OVISE,0
29315,DB12332,CELL_DRUG,OVKATE,0
29383,DB12332,CELL_DRUG,OVTOKO,0
29398,DB12332,CELL_DRUG,TOV-112D,0
29436,DB12332,CELL_DRUG,DOV13,0
29437,DB12332,CELL_DRUG,JHOS-2,0
29438,DB12332,CELL_DRUG,JHOS-3,0
29439,DB12332,CELL_DRUG,JHOS-4,0
29440,DB12332,CELL_DRUG,OV-7,0
29441,DB12332,CELL_DRUG,OV-17R,0
29442,DB12332,CELL_DRUG,OV-56,0
29443,DB12332,CELL_DRUG,OVCA420,0
29444,DB12332,CELL_DRUG,OVCA433,0
29445,DB12332,CELL_DRUG,OVK-18,0
29446,DB12332,CELL_DRUG,PEO1,0
29447,DB12332,CELL_DRUG,UWB1.289,0
29576,DB00675,CELL_DRUG,JHOS-2,0
29577,DB00675,CELL_DRUG,JHOS-3,0
29578,DB00675,CELL_DRUG,OV-7,0
29579,DB00675,CELL_DRUG,OV-17R,0
29580,DB00675,CELL_DRUG,OVCA433,0
29581,DB00675,CELL_DRUG,UWB1.289,0
29631,DB11760,CELL_DRUG,JHOS-3,0
29659,DB06999,CELL_DRUG,JHOS-2,0
29743,DB08912,CELL_DRUG,JHOS-3,0
29744,DB08912,CELL_DRUG,JHOS-4,0
29745,DB08912,CELL_DRUG,OV-17R,0
29746,DB08912,CELL_DRUG,OVCA433,0
29747,DB08912,CELL_DRUG,UWB1.289,0
29882,DB00853,CELL_DRUG,JHOS-2,0
29883,DB00853,CELL_DRUG,JHOS-3,0
29884,DB00853,CELL_DRUG,JHOS-4,0
29885,DB00853,CELL_DRUG,OV-7,0
29886,DB00853,CELL_DRUG,OV-17R,0
29887,DB00853,CELL_DRUG,OVCA433,0
29888,DB00853,CELL_DRUG,UWB1.289,0
29991,DB08916,CELL_DRUG,JHOS-3,0
29992,DB08916,CELL_DRUG,OV-7,0
29993,DB08916,CELL_DRUG,OV-17R,0
30115,DB00947,CELL_DRUG,JHOS-2,0
30116,DB00947,CELL_DRUG,JHOS-3,0
30117,DB00947,CELL_DRUG,JHOS-4,0
30118,DB00947,CELL_DRUG,OV-7,0
30119,DB00947,CELL_DRUG,OV-17R,0
30120,DB00947,CELL_DRUG,OVCA433,0
30121,DB00947,CELL_DRUG,UWB1.289,0
30287,DB01128,CELL_DRUG,OVCAR-3,0
30309,DB01128,CELL_DRUG,SK-OV-3,0
30315,DB01128,CELL_DRUG,IGROV-1,0
30316,DB01128,CELL_DRUG,OVCAR-5,0
30331,DB01128,CELL_DRUG,OVCAR-8,0
30498,DB01128,CELL_DRUG,OC-314,0
30536,DB01128,CELL_DRUG,SW626,0
30560,DB01128,CELL_DRUG,OAW-42,0
30673,DB01128,CELL_DRUG,FU-OV-1,0
30712,DB01128,CELL_DRUG,OVMIU,0
30728,DB01128,CELL_DRUG,TOV-21G,0
30789,DB01128,CELL_DRUG,TOV-112D,0
30838,DB01128,CELL_DRUG,DOV13,0
30839,DB01128,CELL_DRUG,Hey,0
30840,DB01128,CELL_DRUG,JHOS-2,0
30841,DB01128,CELL_DRUG,JHOS-3,0
30842,DB01128,CELL_DRUG,JHOS-4,0
30843,DB01128,CELL_DRUG,OV-7,0
30844,DB01128,CELL_DRUG,OV-17R,0
30845,DB01128,CELL_DRUG,OV-56,0
30846,DB01128,CELL_DRUG,OVCA420,0
30847,DB01128,CELL_DRUG,OVCA433,0
30848,DB01128,CELL_DRUG,OVK-18,0
30849,DB01128,CELL_DRUG,PEO1,0
30850,DB01128,CELL_DRUG,UWB1.289,0
30978,DB00515,CELL_DRUG,OVCAR-3,0
30987,DB00515,CELL_DRUG,SK-OV-3,0
30991,DB00515,CELL_DRUG,OVCAR-5,0
31001,DB00515,CELL_DRUG,OVCAR-4,0
31109,DB00515,CELL_DRUG,SW626,0
31148,DB00515,CELL_DRUG,EFO-21,0
31170,DB00515,CELL_DRUG,OAW-28,0
31173,DB00515,CELL_DRUG,Caov-4,0
31182,DB00515,CELL_DRUG,FU-OV-1,0
31207,DB00515,CELL_DRUG,OV-90,0
31208,DB00515,CELL_DRUG,OVISE,0
31209,DB00515,CELL_DRUG,OVKATE,0
31210,DB00515,CELL_DRUG,OVMIU,0
31275,DB00515,CELL_DRUG,Hey,0
31276,DB00515,CELL_DRUG,OV-56,0
31277,DB00515,CELL_DRUG,OVCA420,0
31278,DB00515,CELL_DRUG,PEO1,0
31333,DB00987,CELL_DRUG,OVCAR-3,0
31341,DB00987,CELL_DRUG,SK-OV-3,0
31342,DB00987,CELL_DRUG,OVCAR-5,0
31347,DB00987,CELL_DRUG,OVCAR-4,0
31400,DB00987,CELL_DRUG,SW626,0
31422,DB00987,CELL_DRUG,EFO-21,0
31445,DB00987,CELL_DRUG,FU-OV-1,0
31459,DB00987,CELL_DRUG,OV-90,0
31460,DB00987,CELL_DRUG,OVISE,0
31461,DB00987,CELL_DRUG,OVKATE,0
31501,DB00987,CELL_DRUG,OV-56,0
31502,DB00987,CELL_DRUG,OVCA420,0
31586,DB00317,CELL_DRUG,OVCAR-3,0
31602,DB00317,CELL_DRUG,SK-OV-3,0
31606,DB00317,CELL_DRUG,OVCAR-5,0
31618,DB00317,CELL_DRUG,OVCAR-4,0
31746,DB00317,CELL_DRUG,SW626,0
31767,DB00317,CELL_DRUG,OAW-42,0
31801,DB00317,CELL_DRUG,EFO-21,0
31823,DB00317,CELL_DRUG,OAW-28,0
31845,DB00317,CELL_DRUG,FU-OV-1,0
31870,DB00317,CELL_DRUG,OV-90,0
31871,DB00317,CELL_DRUG,OVKATE,0
31880,DB00317,CELL_DRUG,TOV-21G,0
31913,DB00317,CELL_DRUG,OVTOKO,0
31941,DB00317,CELL_DRUG,DOV13,0
31942,DB00317,CELL_DRUG,Hey,0
31943,DB00317,CELL_DRUG,OV-56,0
31944,DB00317,CELL_DRUG,PEO1,0
31995,DB12340,CELL_DRUG,SK-OV-3,0
31996,DB12340,CELL_DRUG,IGROV-1,0
32005,DB12340,CELL_DRUG,OVCAR-4,0
32006,DB12340,CELL_DRUG,OVCAR-8,0
32043,DB12340,CELL_DRUG,OC-314,0
32077,DB12340,CELL_DRUG,EFO-21,0
32107,DB12340,CELL_DRUG,OVKATE,0
32126,DB12340,CELL_DRUG,OVTOKO,0
32134,DB12340,CELL_DRUG,TOV-112D,0
